,Table:,3hr
,3-hourly output (3hr),21 Feb 2014 Version 3.1
output variable name,cell_methods
tas, time: point
pr,time: mean
ps, time: point
psl, time: point
huss, time: point
hurs, time: point
sfcWind, time: point
clt,time: mean
sund,time: sum
rsds,time: mean
rlds,time: mean
hfls,time: mean
hfss,time: mean
rsus,time: mean
rlus,time: mean
prc,time: mean
,Table:,6hr
,6-hourly output (6hr),21 Feb 2014 Version 3.1
output variable name,cell_methods,cell_methods (2nd option)
evspsbl,time: mean,time: mean
evspsblpot,time: mean,time: mean
mrfso,time: point,time: point area: mean where land
mrros,time: mean,time: mean area: mean where land
mrro,time: mean,time: mean area: mean where land
mrso,time: point,time: point area: mean where land
snw,time: point,time: point area: mean where land
snm,time: mean,time: mean area: mean where land
rlut,time: mean,time: mean
rsdt,time: mean,time: mean
rsut,time: mean,time: mean
uas,time: point,time: point
vas,time: point,time: point
tauu,time: mean,time: mean
tauv,time: mean,time: mean
ts,time: point,time: point
zmla,time: point,time: point
prw,time: point,time: point
clwvi,time: point,time: point
clivi,time: point,time: point
ua850,time: point,time: point
va850,time: point,time: point
ta850,time: point,time: point
hus850,time: point,time: point
ua500,time: point,time: point
va500,time: point,time: point
zg500,time: point,time: point
ta500,time: point,time: point
ua200,time: point,time: point
va200,time: point,time: point
ta200,time: point,time: point
zg200,time: point,time: point
clh,time: mean,time: mean
clm,time: mean,time: mean
cll,time: mean,time: mean
snc,time: point,time: point
snd,time: point,time: point area: mean where land
,Table:,day
,daily output (day),21 Feb 2014 Version 3.1
output variable  name,cell_methods,cell_methods (2nd option)
tas,time: mean,time: mean
tasmax,time: maximum,time: maximum
tasmin,time: minimum,time: minimum
pr,time: mean,time: mean
ps,time: mean,time: mean
psl,time: mean,time: mean
huss,time: mean,time: mean
hurs,time: mean,time: mean
sfcWind,time: mean,time: mean
sfcWindmax,time: maximum,time: maximum
clt,time: mean,time: mean
sund,time: sum,time: sum
rsds,time: mean,time: mean
rlds,time: mean,time: mean
hfls,time: mean,time: mean
hfss,time: mean,time: mean
rsus,time: mean,time: mean
rlus,time: mean,time: mean
evspsbl,time: mean,time: mean
evspsblpot,time: mean,time: mean
mrfso,time: mean,time: mean area: mean where land
mrros,time: mean,time: mean area: mean where land
mrro,time: mean,time: mean area: mean where land
mrso,time: mean,time: mean area: mean where land
snw,time: mean,time: mean area: mean where land
snm,time: mean,time: mean area: mean where land
prhmax,time: maximum,time: maximum
prc,time: mean,time: mean
rlut,time: mean,time: mean
rsdt,time: mean,time: mean
rsut,time: mean,time: mean
uas,time: mean,time: mean
vas,time: mean,time: mean
wsgsmax,time: maximum,time: maximum
tauu,time: mean,time: mean
tauv,time: mean,time: mean
ts,time: mean,time: mean
zmla,time: mean,time: mean
prw,time: mean,time: mean
clwvi,time: mean,time: mean
clivi,time: mean,time: mean
ua850,time: mean,time: mean
va850,time: mean,time: mean
ta850,time: mean,time: mean
hus850,time: mean,time: mean
ua500,time: mean,time: mean
va500,time: mean,time: mean
zg500,time: mean,time: mean
ta500,time: mean,time: mean
ua200,time: mean,time: mean
va200,time: mean,time: mean
ta200,time: mean,time: mean
zg200,time: mean,time: mean
clh,time: mean,time: mean
clm,time: mean,time: mean
cll,time: mean,time: mean
snc,time: mean,time: mean
snd,time: mean,time: mean area: mean where land
sic,time: mean,time: mean
prsn,time: mean,time: mean
,Table:,mon
,monthly output (mon),21 Feb 2014 Version 3.1
output variable name,cell_methods,cell_methods (2nd option)
tas,time: mean,time: mean
tasmax,time: maximum within days time: mean over days,time: maximum within days time: mean over days
tasmin,time: minimum within days time: mean over days,time: minimum within days time: mean over days
pr,time: mean,time: mean
psl,time: mean,time: mean
huss,time: mean,time: mean
hurs,time: mean,time: mean
sfcWind,time: mean,time: mean
sfcWindmax,time: maximum within days time: mean over days,time: maximum within days time: mean over days
clt,time: mean,time: mean
sund,time: sum within days time: mean over days,time: sum within days time: mean over days
rsds,time: mean,time: mean
rlds,time: mean,time: mean
hfls,time: mean,time: mean
hfss,time: mean,time: mean
rsus,time: mean,time: mean
rlus,time: mean,time: mean
evspsbl,time: mean,time: mean
mrfso,time: mean,time: mean area: mean where land
mrros,time: mean,time: mean area: mean where land
mrro,time: mean,time: mean area: mean where land
mrso,time: mean,time: mean area: mean where land
snw,time: mean,time: mean area: mean where land
snm,time: mean,time: mean area: mean where land
rlut,time: mean,time: mean
rsdt,time: mean,time: mean
rsut,time: mean,time: mean
uas,time: mean,time: mean
vas,time: mean,time: mean
ua850,time: mean,time: mean
va850,time: mean,time: mean
ta850,time: mean,time: mean
hus850,time: mean,time: mean
ua500,time: mean,time: mean
va500,time: mean,time: mean
zg500,time: mean,time: mean
ta500,time: mean,time: mean
ua200,time: mean,time: mean
va200,time: mean,time: mean
ta200,time: mean,time: mean
zg200,time: mean,time: mean
snc,time: mean,time: mean
snd,time: mean,time: mean area: mean where land
sic,time: mean,time: mean
,Table:,sem
,seasonal output (sem),21 Feb 2014 Version 3.1
output variable name,cell_methods,cell_methods (2nd option)
tas,time: mean,time: mean
tasmax,time: maximum within days time: mean over days,time: maximum within days time: mean over days
tasmin,time: minimum within days time: mean over days,time: minimum within days time: mean over days
pr,time: mean,time: mean
psl,time: mean,time: mean
huss,time: mean,time: mean
hurs,time: mean,time: mean
sfcWind,time: mean,time: mean
sfcWindmax,time: maximum within days time: mean over days,time: maximum within days time: mean over days
clt,time: mean,time: mean
sund,time: sum within days time: mean over days,time: sum within days time: mean over days
rsds,time: mean,time: mean
rlds,time: mean,time: mean
hfls,time: mean,time: mean
hfss,time: mean,time: mean
rsus,time: mean,time: mean
rlus,time: mean,time: mean
evspsbl,time: mean,time: mean
mrfso,time: mean,time: mean area: mean where land
mrros,time: mean,time: mean area: mean where land
mrro,time: mean,time: mean area: mean where land
mrso,time: mean,time: mean area: mean where land
snw,time: mean,time: mean area: mean where land
snm,time: mean,time: mean area: mean where land
rlut,time: mean,time: mean
rsdt,time: mean,time: mean
rsut,time: mean,time: mean
uas,time: mean,time: mean
vas,time: mean,time: mean
ua850,time: mean,time: mean
va850,time: mean,time: mean
ta850,time: mean,time: mean
hus850,time: mean,time: mean
ua500,time: mean,time: mean
va500,time: mean,time: mean
zg500,time: mean,time: mean
ta500,time: mean,time: mean
ua200,time: mean,time: mean
va200,time: mean,time: mean
ta200,time: mean,time: mean
zg200,time: mean,time: mean
snc,time: mean,time: mean
snd,time: mean,time: mean area: mean where land
sic,time: mean,time: mean
,Table:,fx
,time invariant output (fx),21 Feb 2014 Version 3.1
output variable name
areacella
orog
sftlf
sftgif
mrsofc
rootd
,Table:,all
CORDEX:  requested variables
,,Tier 2,,Tier 1,,Core,,,,,,,,21 Feb 2014 Version 3.1
output variable name,units,frq
[1/day],ag,frq
[1/day],ag,frq
[1/mon],ag,frq
[1/sem],ag,fx,long_name,standard_name,direction of positive fluxesa,realm
(not required, however, if included should have the value as in CMIP5),cell-method: area
(optional)b
tas,K,8,i,1,8,1,m*8,1,s*8,,Near-Surface Air Temperature,air_temperature,,atmos
tasmax,K,,,1,,1,m,1,s,,Daily Maximum Near-Surface Air Temperature,air_temperature,,atmos
tasmin,K,,,1,,1,m,1,s,,Daily Minimum Near-Surface Air Temperature,air_temperature,,atmos
pr,kg m-2 s-1,8,a,1,,1,,1,,,Precipitation,precipitation_flux,,atmos
ps,Pa,8,i,1,8,,,,,,Surface Air Pressure,surface_air_pressure,,atmos
psl,Pa,8,i,1,8,1,m*8,1,s*8,,Sea Level Pressure,air_pressure_at_sea_level,,atmos
huss,1,8,i,1,8,1,m*8,1,s*8,,Near-Surface Specific Humidity,specific_humidity,,atmos
hurs,%,8,i,1,8,1,m*8,1,s*8,,Near-Surface Relative Humidity,relative_humidity,,atmos
sfcWind,m s-1,8,i,1,8,1,m*8,1,s*8,,Near-Surface Wind Speed,wind_speed,,atmos
sfcWindmax,m s-1,,,1,,1,m,1,s,,Daily Maximum Near-Surface Wind Speed,wind_speed,,atmos
clt,%,8,a,1,,1,,1,,,Total Cloud Fraction,cloud_area_fraction,,atmos
sund,s,8,a,1,,1,,1,,,Duration of Sunshine,duration_of_sunshine,,atmos
rsds,W m-2,8,a,1,,1,,1,,,Surface Downwelling Shortwave Radiation,surface_downwelling_shortwave_flux_in_air,down,atmos
rlds,W m-2,8,a,1,,1,,1,,,Surface Downwelling Longwave Radiation,surface_downwelling_longwave_flux_in_air,down,atmos
hfls,W m-2,8,a,1,,1,,1,,,Surface Upward Latent Heat Flux,surface_upward_latent_heat_flux,up,atmos
hfss,W m-2,8,a,1,,1,,1,,,Surface Upward Sensible Heat Flux,surface_upward_sensible_heat_flux,up,atmos
rsus,W m-2,8,a,1,,1,,1,,,Surface Upwelling Shortwave Radiation,surface_upwelling_shortwave_flux_in_air,up,atmos
rlus,W m-2,8,a,1,,1,,1,,,Surface Upwelling Longwave Radiation,surface_upwelling_longwave_flux_in_air,up,atmos
evspsbl,kg m-2 s-1,4,a,1,,1,,1,,,Evaporation,water_evaporation_flux,,atmos
evspsblpot,kg m-2 s-1,4,a,1,,,,,,,Potential Evapotranspiration,water_potential_evaporation_flux,,atmos
mrfso,kg m-2,4,i,1,4,1,m*4,1,s*4,,Soil Frozen Water Content,soil_frozen_water_content,,land landIce,mean where land
mrros,kg m-2 s-1,4,a,1,,1,,1,,,Surface Runoff,surface_runoff_flux,,land ,mean where land
mrro,kg m-2 s-1,4,a,1,,1,,1,,,Total Runoff,runoff_flux,,land ,mean where land
mrso,kg m-2,4,i,1,4,1,m*4,1,s*4,,Total Soil Moisture Content,soil_moisture_content,,land ,mean where land
snw,kg m-2,4,i,1,4,1,m*4,1,s*4,,Surface Snow Amount,surface_snow_amount,,landIce land,mean where land
snm,kg m-2 s-1,4,a,1,4,1,,1,,,Surface Snow Melt,surface_snow_melt_flux,,landIce land,mean where land
prhmax,kg m-2 s-1,,,1,,,,,,,Daily Maximum Hourly Precipitation Rate,precipitation_flux,,atmos
prc,kg m-2 s-1,8,a,1,,,,,,,Convective Precipitation,convective_precipitation_flux,,atmos
rlut,W m-2,4,a,1,,1,,1,,,TOA Outgoing Longwave Radiation,toa_outgoing_longwave_flux,up,atmos
rsdt,W m-2,4,a,1,,1,,1,,,TOA Incident Shortwave Radiation,toa_incoming_shortwave_flux,down,atmos
rsut,W m-2,4,a,1,,1,,1,,,TOA Outgoing Shortwave Radiation,toa_outgoing_shortwave_flux,up,atmos
uas,m s-1,4,i,1,4,1,m*4,1,s*4,,Eastward Near-Surface Wind,eastward_wind,,atmos
vas,m s-1,4,i,1,4,1,m*4,1,s*4,,Northward Near-Surface Wind,northward_wind,,atmos
wsgsmax,m s-1,,,1,,,,,,,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,,atmos
tauu,Pa,4,a,1,,,,,,,Surface Downward Eastward Wind Stress,surface_downward_eastward_stress,down,atmos
tauv,Pa,4,a,1,,,,,,,Surface Downward Northward Wind Stress,surface_downward_northward_stress,down,atmos
ts,K,4,i,1,4,,,,,,Surface Temperature,surface_temperature,,atmos
zmla,m,4,i,1,4,,,,,,Height of Boundary Layer,atmosphere_boundary_layer_thickness,,atmos
prw,kg m-2,4,i,1,4,,,,,,Water Vapor Path,atmosphere_water_vapor_content,,atmos
clwvi,kg m-2,4,i,1,4,,,,,,Condensed Water Path,atmosphere_cloud_condensed_water_content,,atmos
clivi,kg m-2,4,i,1,4,,,,,,Ice Water Path,atmosphere_cloud_ice_content,,atmos
ua850,m s-1,4,i,1,4,1,m*4,1,s*4,,Eastward Wind,eastward_wind,,atmos
va850,m s-1,4,i,1,4,1,m*4,1,s*4,,Northward Wind,northward_wind,,atmos
ta850,K,4,i,1,4,1,m*4,1,s*4,,Air Temperature,air_temperature,,atmos
hus850,1,4,i,1,4,1,m*4,1,s*4,,Specific Humidity,specific_humidity,,atmos
ua500,m s-1,4,i,1,4,1,m*4,1,s*4,,Eastward Wind,eastward_wind,,atmos
va500,m s-1,4,i,1,4,1,m*4,1,s*4,,Northward Wind,northward_wind,,atmos
zg500,m,4,i,1,4,1,m*4,1,s*4,,Geopotential Height,geopotential_height,,atmos
ta500,K,4,i,1,4,1,m*4,1,s*4,,Air Temperature,air_temperature,,atmos
ua200,m s-1,4,i,1,4,1,m*4,1,s*4,,Eastward Wind,eastward_wind,,atmos
va200,m s-1,4,i,1,4,1,m*4,1,s*4,,Northward Wind,northward_wind,,atmos
ta200,K,4,i,1,4,1,m*4,1,s*4,,Air Temperature,air_temperature,,atmos
zg200,m,4,i,1,4,1,m*4,1,s*4,,Geopotential Height,geopotential_height,,atmos
clh,%,4,a,1,,,,,,,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,,atmos
clm,%,4,a,1,,,,,,,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,,atmos
cll,%,4,a,1,,,,,,,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,,atmos
snc,%,4,i,1,4,1,m*4,1,s*4,,Snow Area Fraction,surface_snow_area_fraction,,landIce land
snd,m,4,i,1,4,1,m*4,1,s*4,,Snow Depth,surface_snow_thickness,,landIce land,mean where land
sic,%,,,1,,1,m,1,s,,Sea Ice Area Fraction,sea_ice_area_fraction,,seaIce ocean
prsn,kg m-2 s-1,,,1,,,,,,,Snowfall Flux,snowfall_flux,,atmos
areacella,m2,,,,,,,,,0,Atmosphere Grid-Cell Area,cell_area,,atmos land
orog,m,,,,,,,,,0,Surface Altitude,surface_altitude,,atmos
sftlf,%,,,,,,,,,0,Land Area Fraction,land_area_fraction,,atmos
sftgif,%,,,,,,,,,0,Fraction of Grid Cell Covered with Glacier,land_ice_area_fraction,,land
mrsofc,kg m-2,,,,,,,,,0,Capacity of Soil to Store Water,soil_moisture_content_at_field_capacity,,land 
rootd,m,,,,,,,,,0,Maximum Root Depth,root_depth,,land 
a The column specifies the direction of fluxes (redundantly with the standard:name); if given as a NetCDF attribute it must have the value as given here
b If given as a NetCDF attribute it must have the value as given here
,,frq: frequency  [samples per day]
green: if available,,ag: aggregation 
      a:           averaged over output interval (in model)
       i:            instantaneous
      number: minimum  samples per day if not averaged over interval
red: late correction,,m: number of days in month
,,s: number of days in season
